
267	VARDHAMAN COLLEGE OF ENGINEERING	Telangana	RANGAREDDI	Private-Self Financing	Jawaharlal Nehru Technological University, Hyderabad	ENGINEERING AND TECHNOLOGY	UNDER GRADUATE	CIVIL ENGINEERING	30-06-2024	30
268	ST JOSEPH S INSTITUTE OF MANAGEMENT	Karnataka	BANGALORE URBAN	Private-Self Financing	NOT APPLICABLE	MANAGEMENT	POST GRADUATE DIPLOMA	PGDM	30-06-2025	300
269	RCC INSTITUTE OF INFORMATION TECHNOLOGY	West Bengal	KOLKATA	Govt aided	Maulana Abul Kalam Azad University of Technology, West Bengal	ENGINEERING AND TECHNOLOGY	UNDER GRADUATE	COMPUTER SCIENCE AND ENGINEERING	30-06-2025	210
270	RCC INSTITUTE OF INFORMATION TECHNOLOGY	West Bengal	KOLKATA	Govt aided	Maulana Abul Kalam Azad University of Technology, West Bengal	ENGINEERING AND TECHNOLOGY	UNDER GRADUATE	INFORMATION TECHNOLOGY	30-06-2025	120
271	RCC INSTITUTE OF INFORMATION TECHNOLOGY	West Bengal	KOLKATA	Govt aided	Maulana Abul Kalam Azad University of Technology, West Bengal	ENGINEERING AND TECHNOLOGY	UNDER GRADUATE	ELECTRICAL ENGINEERING	30-06-2024	60
272	RCC INSTITUTE OF INFORMATION TECHNOLOGY	West Bengal	KOLKATA	Govt aided	Maulana Abul Kalam Azad University of Technology, West Bengal	ENGINEERING AND TECHNOLOGY	UNDER GRADUATE	ELECTRONICS AND COMMUNICATIONS ENGINEERING	30-06-2025	120
273	PSG POLYTECHNIC COLLEGE	Tamil Nadu	COIMBATORE	Govt aided	Directorate of Technical Education, Chennai	ENGINEERING AND TECHNOLOGY	DIPLOMA	INFORMATION TECHNOLOGY	30-06-2025	60
274	PSG POLYTECHNIC COLLEGE	Tamil Nadu	COIMBATORE	Govt aided	Directorate of Technical Education, Chennai	ENGINEERING AND TECHNOLOGY	DIPLOMA	ELECTRONICS AND COMMUNICATION ENGG	30-06-2025	60
275	PSG POLYTECHNIC COLLEGE	Tamil Nadu	COIMBATORE	Govt aided	Directorate of Technical Education, Chennai	ENGINEERING AND TECHNOLOGY	DIPLOMA	MECHANICAL ENGINEERING	30-06-2024	60
276	PSG POLYTECHNIC COLLEGE	Tamil Nadu	COIMBATORE	Govt aided	Directorate of Technical Education, Chennai	ENGINEERING AND TECHNOLOGY	DIPLOMA	MECHATRONICS	30-06-2025	60
277	PSG POLYTECHNIC COLLEGE	Tamil Nadu	COIMBATORE	Govt aided	Directorate of Technical Education, Chennai	ENGINEERING AND TECHNOLOGY	DIPLOMA	DIPLOMA IN MECHANICAL ENGINEERING (FOUNDRY)	30-06-2024	30
278	PSG POLYTECHNIC COLLEGE	Tamil Nadu	COIMBATORE	Govt aided	Directorate of Technical Education, Chennai	ENGINEERING AND TECHNOLOGY	DIPLOMA	APPAREL TECHNOLOGY	30-06-2025	30
279	PSG POLYTECHNIC COLLEGE	Tamil Nadu	COIMBATORE	Govt aided	Directorate of Technical Education, Chennai	ENGINEERING AND TECHNOLOGY	DIPLOMA	COMPUTER NETWORKING	30-06-2024	60
280	PSG POLYTECHNIC COLLEGE	Tamil Nadu	COIMBATORE	Govt aided	Directorate of Technical Education, Chennai	ENGINEERING AND TECHNOLOGY	DIPLOMA	COMPUTER ENGINEERING	30-06-2025	60
281	PSG POLYTECHNIC COLLEGE	Tamil Nadu	COIMBATORE	Govt aided	Directorate of Technical Education, Chennai	ENGINEERING AND TECHNOLOGY	DIPLOMA	ELECTRICAL AND ELECTRONICS ENGINEERING	30-06-2024	60
282	INSTITUTE OF ENGINEERING AND TECHNOLOGY	Uttar Pradesh	LUCKNOW	State Government University	NOT APPLICABLE	ENGINEERING AND TECHNOLOGY	UNDER GRADUATE	ELECTRICAL ENGINEERING	30-06-2025	60
283	INSTITUTE OF ENGINEERING AND TECHNOLOGY	Uttar Pradesh	LUCKNOW	State Government University	NOT APPLICABLE	ENGINEERING AND TECHNOLOGY	UNDER GRADUATE	CIVIL ENGINEERING	30-06-2025	60
284	INSTITUTE OF ENGINEERING AND TECHNOLOGY	Uttar Pradesh	LUCKNOW	State Government University	NOT APPLICABLE	ENGINEERING AND TECHNOLOGY	UNDER GRADUATE	COMPUTER SCIENCE & ENGINEERING	30-06-2025	120
285	INSTITUTE OF ENGINEERING AND TECHNOLOGY	Uttar Pradesh	LUCKNOW	State Government University	NOT APPLICABLE	ENGINEERING AND TECHNOLOGY	UNDER GRADUATE	ELECTRONICS & COMMUNICATION ENGG	30-06-2025	60
286	INSTITUTE OF ENGINEERING AND TECHNOLOGY	Uttar Pradesh	LUCKNOW	State Government University	NOT APPLICABLE	ENGINEERING AND TECHNOLOGY	UNDER GRADUATE	MECHANICAL ENGINEERING	30-06-2025	60
287	V S B COLLEGE OF ENGINEERING TECHNICAL CAMPUS	Tamil Nadu	COIMBATORE	Private-Self Financing	Anna University, Chennai	ENGINEERING AND TECHNOLOGY	UNDER GRADUATE	MECHANICAL ENGINEERING	30-06-2025	30
288	V S B COLLEGE OF ENGINEERING TECHNICAL CAMPUS	Tamil Nadu	COIMBATORE	Private-Self Financing	Anna University, Chennai	ENGINEERING AND TECHNOLOGY	UNDER GRADUATE	ELECTRONICS & COMMUNICATION ENGG	30-06-2026	120
289	V S B COLLEGE OF ENGINEERING TECHNICAL CAMPUS	Tamil Nadu	COIMBATORE	Private-Self Financing	Anna University, Chennai	ENGINEERING AND TECHNOLOGY	UNDER GRADUATE	COMPUTER SCIENCE & ENGINEERING	30-06-2025	240
290	V S B COLLEGE OF ENGINEERING TECHNICAL CAMPUS	Tamil Nadu	COIMBATORE	Private-Self Financing	Anna University, Chennai	ENGINEERING AND TECHNOLOGY	UNDER GRADUATE	ELECTRICAL AND ELECTRONICS ENGINEERING	30-06-2026	30
291	MANIPAL INSTITUTE OF TECHNOLOGY	Karnataka	UDUPI	Deemed to be University(Pvt)	NOT APPLICABLE	ENGINEERING AND TECHNOLOGY	UNDER GRADUATE	BIOMEDICAL ENGINEERING	30-06-2025	60
292	MANIPAL INSTITUTE OF TECHNOLOGY	Karnataka	UDUPI	Deemed to be University(Pvt)	NOT APPLICABLE	ENGINEERING AND TECHNOLOGY	UNDER GRADUATE	AUTOMOBILE ENGINEERING	30-06-2025	60
293	MANIPAL INSTITUTE OF TECHNOLOGY	Karnataka	UDUPI	Deemed to be University(Pvt)	NOT APPLICABLE	ENGINEERING AND TECHNOLOGY	UNDER GRADUATE	BIOTECHNOLOGY	30-06-2028	60
294	MANIPAL INSTITUTE OF TECHNOLOGY	Karnataka	UDUPI	Deemed to be University(Pvt)	NOT APPLICABLE	ENGINEERING AND TECHNOLOGY	UNDER GRADUATE	CHEMICAL ENGINEERING	30-06-2025	60
295	MANIPAL INSTITUTE OF TECHNOLOGY	Karnataka	UDUPI	Deemed to be University(Pvt)	NOT APPLICABLE	ENGINEERING AND TECHNOLOGY	UNDER GRADUATE	CIVIL ENGINEERING	30-06-2025	60
296	MANIPAL INSTITUTE OF TECHNOLOGY	Karnataka	UDUPI	Deemed to be University(Pvt)	NOT APPLICABLE	ENGINEERING AND TECHNOLOGY	UNDER GRADUATE	COMPUTER SCIENCE AND ENGINEERING	30-06-2025	230
297	MANIPAL INSTITUTE OF TECHNOLOGY	Karnataka	UDUPI	Deemed to be University(Pvt)	NOT APPLICABLE	ENGINEERING AND TECHNOLOGY	UNDER GRADUATE	ELECTRICAL AND ELECTRONICS ENGINEERING	30-06-2025	180
298	MANIPAL INSTITUTE OF TECHNOLOGY	Karnataka	UDUPI	Deemed to be University(Pvt)	NOT APPLICABLE	ENGINEERING AND TECHNOLOGY	UNDER GRADUATE	ELECTRONICS & COMMUNICATION ENGG	30-06-2025	200
299	MANIPAL INSTITUTE OF TECHNOLOGY	Karnataka	UDUPI	Deemed to be University(Pvt)	NOT APPLICABLE	ENGINEERING AND TECHNOLOGY	UNDER GRADUATE	AERONAUTICAL ENGINEERING	30-06-2025	60
300	MANIPAL INSTITUTE OF TECHNOLOGY	Karnataka	UDUPI	Deemed to be University(Pvt)	NOT APPLICABLE	ENGINEERING AND TECHNOLOGY	UNDER GRADUATE	MECHANICAL ENGINEERING	30-06-2025	200
301	MANIPAL INSTITUTE OF TECHNOLOGY	Karnataka	UDUPI	Deemed to be University(Pvt)	NOT APPLICABLE	ENGINEERING AND TECHNOLOGY	UNDER GRADUATE	MECHATRONICS	30-06-2025	120
302	MANIPAL INSTITUTE OF TECHNOLOGY	Karnataka	UDUPI	Deemed to be University(Pvt)	NOT APPLICABLE	ENGINEERING AND TECHNOLOGY	UNDER GRADUATE	INFORMATION TECHNOLOGY	30-06-2025	210
303	MANIPAL INSTITUTE OF TECHNOLOGY	Karnataka	UDUPI	Deemed to be University(Pvt)	NOT APPLICABLE	ENGINEERING AND TECHNOLOGY	POST GRADUATE	COMPUTER AIDED ANALYSIS AND DESIGN	30-06-2026	18
304	MANIPAL INSTITUTE OF TECHNOLOGY	Karnataka	UDUPI	Deemed to be University(Pvt)	NOT APPLICABLE	ENGINEERING AND TECHNOLOGY	POST GRADUATE	INDUSTRIAL BIOTECHNOLOGY	30-06-2026	18
305	MANIPAL INSTITUTE OF TECHNOLOGY	Karnataka	UDUPI	Deemed to be University(Pvt)	NOT APPLICABLE	ENGINEERING AND TECHNOLOGY	POST GRADUATE	STRUCTURAL ENGINEERING	30-06-2026	30
306	MANIPAL INSTITUTE OF TECHNOLOGY	Karnataka	UDUPI	Deemed to be University(Pvt)	NOT APPLICABLE	ENGINEERING AND TECHNOLOGY	POST GRADUATE	COMPUTER SCIENCE AND ENGINEERING	30-06-2026	30
307	MANIPAL INSTITUTE OF TECHNOLOGY	Karnataka	UDUPI	Deemed to be University(Pvt)	NOT APPLICABLE	ENGINEERING AND TECHNOLOGY	POST GRADUATE	MICRO ELECTRONICS	30-06-2026	30
308	MANIPAL INSTITUTE OF TECHNOLOGY	Karnataka	UDUPI	Deemed to be University(Pvt)	NOT APPLICABLE	ENGINEERING AND TECHNOLOGY	UNDER GRADUATE	COMPUTER AND COMMUNICATION ENGINEERING	30-06-2025	210
309	TEZPUR UNIVERSITY	Assam	SONITPUR	Government	Tezpur University, Tezpur	ENGINEERING AND TECHNOLOGY	UNDER GRADUATE	COMPUTER SCIENCE AND ENGINEERING	30-06-2025	60
310	TEZPUR UNIVERSITY	Assam	SONITPUR	Government	Tezpur University, Tezpur	ENGINEERING AND TECHNOLOGY	UNDER GRADUATE	ELECTRONICS AND COMMUNICATIONS ENGINEERING	30-06-2025	60
311	TEZPUR UNIVERSITY	Assam	SONITPUR	Government	Tezpur University, Tezpur	ENGINEERING AND TECHNOLOGY	UNDER GRADUATE	MECHANICAL ENGINEERING	30-06-2025	60
312	TEZPUR UNIVERSITY	Assam	SONITPUR	Government	Tezpur University, Tezpur	ENGINEERING AND TECHNOLOGY	UNDER GRADUATE	CIVIL ENGINEERING	30-06-2025	60
313	TEZPUR UNIVERSITY	Assam	SONITPUR	Government	Tezpur University, Tezpur	ENGINEERING AND TECHNOLOGY	UNDER GRADUATE	FOOD ENGINEERING AND TECHNOLOGY	30-06-2025	60
314	ALL INDIA SHRI SHIVAJI MEMORIAL SOCIETY S INSTITUTE OF INFORMATION TECHNOLOGY	Maharashtra	PUNE	Private-Self Financing	University of Pune, Pune	ENGINEERING AND TECHNOLOGY	UNDER GRADUATE	INFORMATION TECHNOLOGY	30-06-2025	120
315	ALL INDIA SHRI SHIVAJI MEMORIAL SOCIETY S INSTITUTE OF INFORMATION TECHNOLOGY	Maharashtra	PUNE	Private-Self Financing	University of Pune, Pune	ENGINEERING AND TECHNOLOGY	UNDER GRADUATE	COMPUTER ENGINEERING	30-06-2025	120
316	ALL INDIA SHRI SHIVAJI MEMORIAL SOCIETY S INSTITUTE OF INFORMATION TECHNOLOGY	Maharashtra	PUNE	Private-Self Financing	University of Pune, Pune	ENGINEERING AND TECHNOLOGY	UNDER GRADUATE	ELECTRICAL ENGINEERING	30-06-2025	60
317	ALL INDIA SHRI SHIVAJI MEMORIAL SOCIETY S INSTITUTE OF INFORMATION TECHNOLOGY	Maharashtra	PUNE	Private-Self Financing	University of Pune, Pune	ENGINEERING AND TECHNOLOGY	UNDER GRADUATE	ELECTRONICS AND TELECOMMUNICATION ENGINEERING	30-06-2025	120
318	ALL INDIA SHRI SHIVAJI MEMORIAL SOCIETY S INSTITUTE OF INFORMATION TECHNOLOGY	Maharashtra	PUNE	Private-Self Financing	University of Pune, Pune	ENGINEERING AND TECHNOLOGY	UNDER GRADUATE	INSTRUMENTATION ENGINEERING	30-06-2025	60
319	EINSTEIN ACADEMY OF TECHNOLOGY AND MANAGEMENT	Odisha	KHORDHA	Private-Self Financing	Biju Patnaik University of Technology, Bhubaneswar	ENGINEERING AND TECHNOLOGY	UNDER GRADUATE	COMPUTER SCIENCE & ENGINEERING	30-06-2025	240
320	EINSTEIN ACADEMY OF TECHNOLOGY AND MANAGEMENT	Odisha	KHORDHA	Private-Self Financing	Biju Patnaik University of Technology, Bhubaneswar	ENGINEERING AND TECHNOLOGY	UNDER GRADUATE	MECHANICAL ENGINEERING	30-04-2025	120
321	VEMANA INSTITUTE OF TECHNOLOGY	Karnataka	BANGALORE URBAN	Private-Self Financing	Visvesvaraya Technological University, Belgaum	ENGINEERING AND TECHNOLOGY	UNDER GRADUATE	COMPUTER SCIENCE AND ENGINEERING	30-06-2024	120
322	VEMANA INSTITUTE OF TECHNOLOGY	Karnataka	BANGALORE URBAN	Private-Self Financing	Visvesvaraya Technological University, Belgaum	ENGINEERING AND TECHNOLOGY	UNDER GRADUATE	ELECTRONICS & COMMUNICATION ENGG	30-06-2024	180
323	VEMANA INSTITUTE OF TECHNOLOGY	Karnataka	BANGALORE URBAN	Private-Self Financing	Visvesvaraya Technological University, Belgaum	ENGINEERING AND TECHNOLOGY	UNDER GRADUATE	INFORMATION SCIENCE AND ENGINEERING	30-06-2024	120
324	VEMANA INSTITUTE OF TECHNOLOGY	Karnataka	BANGALORE URBAN	Private-Self Financing	Visvesvaraya Technological University, Belgaum	ENGINEERING AND TECHNOLOGY	UNDER GRADUATE	MECHANICAL ENGINEERING	30-06-2024	60
325	SREE VENKATESWARA COLLEGE OF ENGINEERING	Andhra Pradesh	NELLORE	Private-Self Financing	Jawaharlal Nehru Technological University, Anantapur	ENGINEERING AND TECHNOLOGY	UNDER GRADUATE	COMPUTER SCIENCE & ENGINEERING	30-07-2026	960
326	SREE VENKATESWARA COLLEGE OF ENGINEERING	Andhra Pradesh	NELLORE	Private-Self Financing	Jawaharlal Nehru Technological University, Anantapur	ENGINEERING AND TECHNOLOGY	UNDER GRADUATE	MECHANICAL ENGINEERING	30-07-2026	30
327	SREE VENKATESWARA COLLEGE OF ENGINEERING	Andhra Pradesh	NELLORE	Private-Self Financing	Jawaharlal Nehru Technological University, Anantapur	ENGINEERING AND TECHNOLOGY	UNDER GRADUATE	ELECTRICAL AND ELECTRONICS ENGINEERING	30-07-2026	30
328	SREE VENKATESWARA COLLEGE OF ENGINEERING	Andhra Pradesh	NELLORE	Private-Self Financing	Jawaharlal Nehru Technological University, Anantapur	ENGINEERING AND TECHNOLOGY	UNDER GRADUATE	ELECTRONICS AND COMMUNICATIONS ENGINEERING	30-07-2026	180
329	WALCHAND INSTITUTE OF TECHNOLOGY	Maharashtra	SOLAPUR	Private-Self Financing	Solapur University, Solapur	ENGINEERING AND TECHNOLOGY	UNDER GRADUATE	COMPUTER SCIENCE AND ENGINEERING	30-06-2024	180
330	WALCHAND INSTITUTE OF TECHNOLOGY	Maharashtra	SOLAPUR	Private-Self Financing	Solapur University, Solapur	ENGINEERING AND TECHNOLOGY	UNDER GRADUATE	ELECTRONICS AND TELECOMMUNICATION ENGINEERING	30-06-2025	120
331	WALCHAND INSTITUTE OF TECHNOLOGY	Maharashtra	SOLAPUR	Private-Self Financing	Solapur University, Solapur	ENGINEERING AND TECHNOLOGY	UNDER GRADUATE	INFORMATION TECHNOLOGY	30-06-2024	120
332	WALCHAND INSTITUTE OF TECHNOLOGY	Maharashtra	SOLAPUR	Private-Self Financing	Solapur University, Solapur	ENGINEERING AND TECHNOLOGY	UNDER GRADUATE	CIVIL ENGINEERING	30-06-2025	60
333	JYOTHI ENGINEERING COLLEGE	Kerala	THRISSUR	Private-Self Financing	APJ Abdul Kalam Technological University, Kerala	ENGINEERING AND TECHNOLOGY	UNDER GRADUATE	ELECTRICAL AND ELECTRONICS ENGINEERING	30-06-2025	60
334	JYOTHI ENGINEERING COLLEGE	Kerala	THRISSUR	Private-Self Financing	APJ Abdul Kalam Technological University, Kerala	ENGINEERING AND TECHNOLOGY	UNDER GRADUATE	MECHANICAL ENGINEERING	30-06-2025	60
335	JYOTHI ENGINEERING COLLEGE	Kerala	THRISSUR	Private-Self Financing	APJ Abdul Kalam Technological University, Kerala	ENGINEERING AND TECHNOLOGY	UNDER GRADUATE	CIVIL ENGINEERING	30-06-2025	30
336	JYOTHI ENGINEERING COLLEGE	Kerala	THRISSUR	Private-Self Financing	APJ Abdul Kalam Technological University, Kerala	ENGINEERING AND TECHNOLOGY	UNDER GRADUATE	COMPUTER SCIENCE AND ENGINEERING	30-06-2025	180
337	JYOTHI ENGINEERING COLLEGE	Kerala	THRISSUR	Private-Self Financing	APJ Abdul Kalam Technological University, Kerala	ENGINEERING AND TECHNOLOGY	UNDER GRADUATE	ELECTRONICS & COMMUNICATION ENGG	30-06-2025	60
338	JYOTHI ENGINEERING COLLEGE	Kerala	THRISSUR	Private-Self Financing	APJ Abdul Kalam Technological University, Kerala	ENGINEERING AND TECHNOLOGY	UNDER GRADUATE	MECHATRONICS ENGINEERING	30-06-2026	60
339	VIDYA VIKAS INSTITUTE OF ENGINEERING TECHNOLOGY	Karnataka	MYSORE	Private-Self Financing	Visvesvaraya Technological University, Belgaum	ENGINEERING AND TECHNOLOGY	UNDER GRADUATE	ELECTRONICS & COMMUNICATION ENGG	30-06-2024	60
340	VIDYA VIKAS INSTITUTE OF ENGINEERING TECHNOLOGY	Karnataka	MYSORE	Private-Self Financing	Visvesvaraya Technological University, Belgaum	ENGINEERING AND TECHNOLOGY	UNDER GRADUATE	ELECTRICAL AND ELECTRONICS ENGINEERING	30-06-2024	60
341	VIDYA VIKAS INSTITUTE OF ENGINEERING TECHNOLOGY	Karnataka	MYSORE	Private-Self Financing	Visvesvaraya Technological University, Belgaum	ENGINEERING AND TECHNOLOGY	UNDER GRADUATE	COMPUTER SCIENCE AND ENGINEERING	30-06-2024	60
342	VIDYA VIKAS INSTITUTE OF ENGINEERING TECHNOLOGY	Karnataka	MYSORE	Private-Self Financing	Visvesvaraya Technological University, Belgaum	ENGINEERING AND TECHNOLOGY	UNDER GRADUATE	CIVIL ENGINEERING	30-06-2024	60
343	M KUMARASAMY COLLEGE OF ENGINEERING	Tamil Nadu	KARUR	Private-Self Financing	Anna University, Chennai	ENGINEERING AND TECHNOLOGY	UNDER GRADUATE	COMPUTER SCIENCE AND ENGINEERING	30-06-2025	180
344	M KUMARASAMY COLLEGE OF ENGINEERING	Tamil Nadu	KARUR	Private-Self Financing	Anna University, Chennai	ENGINEERING AND TECHNOLOGY	UNDER GRADUATE	ELECTRONICS & COMMUNICATION ENGG	30-06-2026	240
345	M KUMARASAMY COLLEGE OF ENGINEERING	Tamil Nadu	KARUR	Private-Self Financing	Anna University, Chennai	ENGINEERING AND TECHNOLOGY	UNDER GRADUATE	ELECTRICAL AND ELECTRONICS ENGINEERING	30-06-2026	120
346	M KUMARASAMY COLLEGE OF ENGINEERING	Tamil Nadu	KARUR	Private-Self Financing	Anna University, Chennai	ENGINEERING AND TECHNOLOGY	UNDER GRADUATE	MECHANICAL ENGINEERING	30-06-2026	90
347	SHRI RAMSWAROOP MEMORIAL COLLEGE OF ENGINEERING AND MANAGEMENT	Uttar Pradesh	LUCKNOW	Private-Self Financing	Dr. A.P.J. Abdul Kalam Technical University, Uttar Pradesh, Lucknow	ENGINEERING AND TECHNOLOGY	UNDER GRADUATE	ELECTRONICS & COMMUNICATION ENGG	30-06-2025	120
348	SHRI RAMSWAROOP MEMORIAL COLLEGE OF ENGINEERING AND MANAGEMENT	Uttar Pradesh	LUCKNOW	Private-Self Financing	Dr. A.P.J. Abdul Kalam Technical University, Uttar Pradesh, Lucknow	ENGINEERING AND TECHNOLOGY	UNDER GRADUATE	COMPUTER SCIENCE AND ENGINEERING	30-06-2025	240
349	KARUNYA INSTITUTE OF TECHNOLOGY AND SCIENCES	Tamil Nadu	COIMBATORE	Deemed to be University(Pvt)	NOT APPLICABLE	ENGINEERING AND TECHNOLOGY	UNDER GRADUATE	COMPUTER SCIENCE AND ENGINEERING	30-06-2025	420
350	KARUNYA INSTITUTE OF TECHNOLOGY AND SCIENCES	Tamil Nadu	COIMBATORE	Deemed to be University(Pvt)	NOT APPLICABLE	ENGINEERING AND TECHNOLOGY	UNDER GRADUATE	BIOTECHNOLOGY	30-06-2025	120
351	KARUNYA INSTITUTE OF TECHNOLOGY AND SCIENCES	Tamil Nadu	COIMBATORE	Deemed to be University(Pvt)	NOT APPLICABLE	ENGINEERING AND TECHNOLOGY	POST GRADUATE	STRUCTURAL ENGINEERING	30-06-2024	12
352	KARUNYA INSTITUTE OF TECHNOLOGY AND SCIENCES	Tamil Nadu	COIMBATORE	Deemed to be University(Pvt)	NOT APPLICABLE	ENGINEERING AND TECHNOLOGY	POST GRADUATE	COMPUTER SCIENCE AND ENGINEERING	30-06-2024	12
353	KARUNYA INSTITUTE OF TECHNOLOGY AND SCIENCES	Tamil Nadu	COIMBATORE	Deemed to be University(Pvt)	NOT APPLICABLE	ENGINEERING AND TECHNOLOGY	UNDER GRADUATE	ELECTRONICS AND COMMUNICATION ENGINEERING	30-06-2025	120
354	KARUNYA INSTITUTE OF TECHNOLOGY AND SCIENCES	Tamil Nadu	COIMBATORE	Deemed to be University(Pvt)	NOT APPLICABLE	ENGINEERING AND TECHNOLOGY	POST GRADUATE	VLSI DESIGN	30-06-2024	12
355	KARUNYA INSTITUTE OF TECHNOLOGY AND SCIENCES	Tamil Nadu	COIMBATORE	Deemed to be University(Pvt)	NOT APPLICABLE	MANAGEMENT	POST GRADUATE	MBA	30-06-2024	180
356	KARUNYA INSTITUTE OF TECHNOLOGY AND SCIENCES	Tamil Nadu	COIMBATORE	Deemed to be University(Pvt)	NOT APPLICABLE	ENGINEERING AND TECHNOLOGY	POST GRADUATE	BIOTECHNOLOGY	30-06-2024	20
357	SHAH AND ANCHOR KUTCHHI ENGINEERING COLLEGE	Maharashtra	MUMBAI CITY	Private-Self Financing	Mumbai University, Mumbai	ENGINEERING AND TECHNOLOGY	UNDER GRADUATE	COMPUTER ENGINEERING	30-06-2025	180
358	SHAH AND ANCHOR KUTCHHI ENGINEERING COLLEGE	Maharashtra	MUMBAI CITY	Private-Self Financing	Mumbai University, Mumbai	ENGINEERING AND TECHNOLOGY	UNDER GRADUATE	INFORMATION TECHNOLOGY	30-06-2025	120
359	PIMPRI CHINCHWAD POLYTECHNIC	Maharashtra	PUNE	Private-Self Financing	Maharashtra State Board of Technical Education, Mumbai	ENGINEERING AND TECHNOLOGY	DIPLOMA	COMPUTER ENGINEERING	30-06-2025	240
360	PIMPRI CHINCHWAD POLYTECHNIC	Maharashtra	PUNE	Private-Self Financing	Maharashtra State Board of Technical Education, Mumbai	ENGINEERING AND TECHNOLOGY	DIPLOMA	INFORMATION TECHNOLOGY	30-06-2025	120
361	PIMPRI CHINCHWAD POLYTECHNIC	Maharashtra	PUNE	Private-Self Financing	Maharashtra State Board of Technical Education, Mumbai	ENGINEERING AND TECHNOLOGY	DIPLOMA	MECHANICAL ENGINEERING	30-06-2025	120
362	PSG INSTITUTE OF TECHNOLOGY AND APPLIED RESEARCH	Tamil Nadu	COIMBATORE	Private-Self Financing	Anna University, Chennai	ENGINEERING AND TECHNOLOGY	UNDER GRADUATE	CIVIL ENGINEERING	30-06-2024	60
363	PSG INSTITUTE OF TECHNOLOGY AND APPLIED RESEARCH	Tamil Nadu	COIMBATORE	Private-Self Financing	Anna University, Chennai	ENGINEERING AND TECHNOLOGY	UNDER GRADUATE	MECHANICAL ENGINEERING	30-06-2024	60
364	PSG INSTITUTE OF TECHNOLOGY AND APPLIED RESEARCH	Tamil Nadu	COIMBATORE	Private-Self Financing	Anna University, Chennai	ENGINEERING AND TECHNOLOGY	UNDER GRADUATE	ELECTRICAL AND ELECTRONICS ENGINEERING	30-06-2024	60
365	PSG INSTITUTE OF TECHNOLOGY AND APPLIED RESEARCH	Tamil Nadu	COIMBATORE	Private-Self Financing	Anna University, Chennai	ENGINEERING AND TECHNOLOGY	UNDER GRADUATE	ELECTRONICS AND COMMUNICATION ENGINEERING	30-06-2024	120
366	PSG INSTITUTE OF TECHNOLOGY AND APPLIED RESEARCH	Tamil Nadu	COIMBATORE	Private-Self Financing	Anna University, Chennai	ENGINEERING AND TECHNOLOGY	UNDER GRADUATE	COMPUTER SCIENCE & ENGINEERING	30-06-2024	180
367	MADAN MOHAN MALAVIYA UNIVERSITY OF TECHNOLOGY	Uttar Pradesh	GORAKHPUR	Government	None	ENGINEERING AND TECHNOLOGY	UNDER GRADUATE	ELECTRONICS & COMMUNICATION ENGG	30-06-2024	180
368	ASANSOL ENGINEERING COLLEGE	West Bengal	BARDHAMAN	Private-Self Financing	Maulana Abul Kalam Azad University of Technology, West Bengal	ENGINEERING AND TECHNOLOGY	UNDER GRADUATE	ELECTRONICS AND COMMUNICATIONS ENGINEERING	30-06-2025	120
369	ASANSOL ENGINEERING COLLEGE	West Bengal	BARDHAMAN	Private-Self Financing	Maulana Abul Kalam Azad University of Technology, West Bengal	ENGINEERING AND TECHNOLOGY	UNDER GRADUATE	COMPUTER SCIENCE AND ENGINEERING	30-06-2025	240
370	ASANSOL ENGINEERING COLLEGE	West Bengal	BARDHAMAN	Private-Self Financing	Maulana Abul Kalam Azad University of Technology, West Bengal	ENGINEERING AND TECHNOLOGY	UNDER GRADUATE	MECHANICAL ENGINEERING	30-06-2025	60
371	NMAM INSTITUTE OF TECHNOLOGY NITTE	Karnataka	UDUPI	Private-Self Financing	NITTE University, Mangalore	ENGINEERING AND TECHNOLOGY	UNDER GRADUATE	ELECTRONICS & COMMUNICATION ENGG	30-06-2025	180
372	NMAM INSTITUTE OF TECHNOLOGY NITTE	Karnataka	UDUPI	Private-Self Financing	NITTE University, Mangalore	ENGINEERING AND TECHNOLOGY	UNDER GRADUATE	COMPUTER SCIENCE AND ENGINEERING	30-06-2025	300
373	NMAM INSTITUTE OF TECHNOLOGY NITTE	Karnataka	UDUPI	Private-Self Financing	NITTE University, Mangalore	ENGINEERING AND TECHNOLOGY	UNDER GRADUATE	INFORMATION SCIENCE AND ENGINEERING	30-06-2025	240
374	NMAM INSTITUTE OF TECHNOLOGY NITTE	Karnataka	UDUPI	Private-Self Financing	NITTE University, Mangalore	ENGINEERING AND TECHNOLOGY	UNDER GRADUATE	BIOTECHNOLOGY	30-06-2025	60
375	NMAM INSTITUTE OF TECHNOLOGY NITTE	Karnataka	UDUPI	Private-Self Financing	NITTE University, Mangalore	ENGINEERING AND TECHNOLOGY	UNDER GRADUATE	MECHANICAL ENGINEERING	30-06-2025	120
376	NMAM INSTITUTE OF TECHNOLOGY NITTE	Karnataka	UDUPI	Private-Self Financing	NITTE University, Mangalore	ENGINEERING AND TECHNOLOGY	UNDER GRADUATE	ELECTRICAL AND ELECTRONICS ENGINEERING	30-06-2025	120
377	NMAM INSTITUTE OF TECHNOLOGY NITTE	Karnataka	UDUPI	Private-Self Financing	NITTE University, Mangalore	ENGINEERING AND TECHNOLOGY	UNDER GRADUATE	CIVIL ENGINEERING	30-06-2025	60
